Date,Part_Number,Quantity,Unit_Price,Order_Amount,State
2023-05-12,D7774Z,351,407.53,143043.03,Pennsylvania
2023-05-10,C4514Z,233,88.64,20653.12,Nebraska
2024-03-06,A8719Y,484,166.18,80431.12,Kansas
2024-01-11,C5664Y,456,479.26,218542.56,Maine
2024-10-31,A2431Y,469,376.58,176616.02,Louisiana
2023-05-10,A2690Z,757,470.86,356441.02,West Virginia
2024-07-08,A7903Z,235,287.14,67477.9,Florida
2023-08-05,E3368Y,224,66.13,14813.12,Minnesota
2023-10-12,D4872Y,432,491.63,212384.16,Maine
2023-03-17,B4553Y,74,20.93,1548.82,Mississippi
2024-07-29,C7787Z,595,366.94,218329.3,Hawaii
2024-08-01,E6371Z,302,385.81,116514.62,North Carolina
2024-04-01,D8616Z,738,200.76,148160.88,Mississippi
2024-06-02,D4167X,447,81.48,36421.56,California
2023-08-27,D2429Z,644,493.66,317917.04,Louisiana
2023-10-20,D7678Y,360,164.91,59367.6,California
2024-06-01,D1105Z,730,316.23,230847.9,Michigan
2023-05-19,C7996X,87,249.07,21669.09,New York
2024-08-05,A6184Y,861,38.78,33389.58,Massachusetts
2024-07-19,D2477Z,744,90.71,67488.24,South Carolina
2024-09-22,D2093Y,25,35.2,880.0,North Carolina
2024-02-04,A8262Y,838,63.38,53112.44,New Jersey
2024-11-06,E8719Z,544,389.25,211752.0,Wisconsin
2024-11-11,A2740X,481,332.84,160096.04,Oklahoma
2024-02-10,D9202Z,809,470.7,380796.3,Montana
2024-05-16,B1505Z,207,327.46,67784.22,Maryland
2023-07-29,A2431Y,598,254.73,152328.54,North Dakota
2023-02-18,C1391X,357,193.8,69186.6,North Dakota
2023-02-13,D4356Z,154,177.93,27401.22,Vermont
2023-02-16,D8424Y,619,77.74,48121.06,Washington
2023-05-27,C5387X,634,19.48,12350.32,Washington
2024-01-05,A6184Y,289,151.99,43925.11,Vermont
2023-08-08,D4455Z,331,49.82,16490.42,Massachusetts
2023-11-02,E5635Z,923,379.91,350656.93,Michigan
2024-09-29,C4514Z,754,475.66,358647.64,Wisconsin
2023-07-16,D1774X,815,484.77,395087.55,Utah
2023-03-08,C8407Y,585,350.59,205095.15,Alaska
2024-06-26,C2671Z,217,469.04,101781.68,Wyoming
2024-05-05,E6371Z,956,126.81,121230.36,California
2024-02-24,E7128Y,51,87.71,4473.21,New York
2024-03-10,D7701X,846,245.74,207896.04,Oklahoma
2023-04-08,B1257Y,61,176.8,10784.8,Maine
2024-11-17,B1257Y,448,283.32,126927.36,Massachusetts
2023-11-09,A6151X,11,145.9,1604.9,Mississippi
2024-02-10,D8490X,650,477.49,310368.5,Nevada
2023-07-21,D9202Z,244,268.57,65531.08,New York
2023-05-23,D8490X,311,198.11,61612.21,Maryland
2023-05-27,C7787Z,49,202.23,9909.27,South Carolina
2023-05-14,B1257Y,851,51.08,43469.08,Colorado
2023-01-19,A8500Z,856,105.02,89897.12,Illinois
2024-01-19,E8291X,347,206.6,71690.2,Tennessee
2024-05-08,B6001Z,52,203.13,10562.76,New Mexico
2023-03-04,C1619Y,422,368.85,155654.7,New Mexico
2024-05-01,C9277Y,89,318.3,28328.7,Oregon
2023-07-30,D7678Y,556,310.17,172454.52,Ohio
2023-05-29,D2429Z,446,70.87,31608.02,Washington
2024-09-21,D4455Z,692,218.52,151215.84,Virginia
2024-04-10,A4168Z,209,480.32,100386.88,New Hampshire
2024-03-16,E8719Z,91,123.88,11273.08,Pennsylvania
2023-02-08,D8424Y,537,127.48,68456.76,New Jersey
2024-07-22,A7547Y,660,398.05,262713.0,Arkansas
2024-07-12,D8938X,162,158.73,25714.26,Montana
2023-12-08,E8719Z,959,103.99,99726.41,Idaho
2024-12-18,A8262Y,358,310.45,111141.1,Georgia
2024-02-20,B4760Z,598,477.64,285628.72,California
2023-06-12,D7701X,293,178.2,52212.6,Maryland
2024-01-05,C5387X,469,384.96,180546.24,Virginia
2023-07-10,A6862Z,535,96.95,51868.25,North Dakota
2023-08-04,B7894Z,714,43.81,31280.34,Ohio
2023-03-22,A2690Z,878,20.29,17814.62,Indiana
2023-09-24,A7649Y,178,323.87,57648.86,Wyoming
2023-05-24,C1391X,551,375.89,207115.39,California
2023-05-23,B4684Z,272,292.68,79608.96,New York
2024-07-20,E2559X,435,455.12,197977.2,Rhode Island
2024-12-18,E4711Y,280,171.4,47992.0,Delaware
2023-12-06,C3068X,254,455.92,115803.68,Illinois
2024-08-12,D2093Y,327,128.45,42003.15,Georgia
2024-05-03,D2093Y,275,111.72,30723.0,Colorado
2023-07-21,C9555X,485,345.89,167756.65,Utah
2024-07-10,D7774Z,261,265.08,69185.88,Arizona
2024-10-13,E3368Y,506,65.82,33304.92,New York
2024-09-11,D4747X,66,349.44,23063.04,Delaware
2023-11-14,D6304Y,334,350.31,117003.54,Iowa
2024-02-09,E4711Y,955,286.83,273922.65,Louisiana
2024-07-19,C4311X,766,342.26,262171.16,Florida
2024-11-11,D6146Y,534,469.5,250713.0,Michigan
2023-02-23,D6146Y,705,87.72,61842.6,Virginia
2023-04-28,A7903Z,136,287.0,39032.0,Massachusetts
2024-09-12,B2539Y,674,462.84,311954.16,Ohio
2023-05-08,D1757X,69,168.92,11655.48,Massachusetts
2024-12-19,C9277Y,248,187.96,46614.08,New Mexico
2023-04-24,A3993Z,59,73.43,4332.37,Rhode Island
2024-09-03,A7903Z,305,339.67,103599.35,Oklahoma
2024-07-14,D4356Z,785,460.05,361139.25,Michigan
2023-02-20,A3176Y,169,226.51,38280.19,Nevada
2023-02-01,B1505Z,604,195.89,118317.56,Georgia
2023-06-02,A8719Y,857,189.09,162050.13,Oregon
2024-08-08,B1987Z,538,260.01,139885.38,Colorado
2024-09-29,D4747X,538,447.5,240755.0,New Hampshire
2024-09-21,C5664Y,890,244.98,218032.2,New York
2024-12-26,C4514Z,169,282.03,47663.07,Nevada
2024-09-15,E7964Y,596,156.1,93035.6,Idaho
2023-06-01,A7903Z,794,382.08,303371.52,South Dakota
2024-12-25,E4711Y,647,383.72,248266.84,New York
2023-11-24,C7787Z,760,230.85,175446.0,Virginia
2023-07-14,E9867Z,695,51.57,35841.15,Kansas
2024-02-16,D4167X,752,389.18,292663.36,Alabama
2023-01-29,D9520Z,548,239.02,130982.96,Maryland
2023-07-13,D4747X,251,38.38,9633.38,Texas
2024-12-12,B4760Z,645,425.71,274582.95,New Jersey
2023-08-18,B7052Z,495,80.65,39921.75,Maryland
2023-07-10,A1335Y,848,163.15,138351.2,Minnesota
2024-08-20,A3019X,550,389.52,214236.0,Nevada
2023-04-18,A7649Y,73,198.79,14511.67,West Virginia
2023-03-25,A7649Y,732,331.71,242811.72,Maine
2023-05-20,A3019X,302,496.36,149900.72,West Virginia
2023-05-22,B1257Y,255,430.42,109757.1,Wyoming
2024-08-16,D7678Y,792,269.34,213317.28,Ohio
2024-10-04,C3141X,357,43.17,15411.69,Nebraska
2024-01-02,D9236Y,3,384.59,1153.77,Nebraska
2024-05-02,B2145Z,969,177.47,171968.43,Nevada
2023-09-23,E9867Z,934,463.59,432993.06,Rhode Island
2023-06-08,D1774X,914,308.8,282243.2,Indiana
2023-05-18,D8938X,548,242.25,132753.0,Georgia
2023-05-31,D8490X,525,165.23,86745.75,Arizona
2024-07-03,D1757X,990,352.21,348687.9,Kentucky
2024-08-11,E8291X,580,251.97,146142.6,Texas
2024-06-19,A5665Z,859,104.66,89902.94,South Dakota
2024-04-15,B4684Z,206,206.05,42446.3,Maine
2024-06-27,A7903Z,714,159.77,114075.78,New Hampshire
2023-01-04,A6151X,302,467.73,141254.46,North Dakota
2024-08-27,C5664Y,767,240.88,184754.96,New Mexico
2024-08-02,D8616Z,597,277.71,165792.87,Vermont
2024-08-30,C7996X,785,274.82,215733.7,Montana
2024-09-25,D2275Z,697,83.03,57871.91,Utah
2023-05-28,C2671Z,11,239.06,2629.66,Arizona
2024-04-17,B4760Z,253,483.32,122279.96,Wyoming
2024-12-29,B6001Z,240,432.36,103766.4,Connecticut
2023-07-21,A2740X,946,202.69,191744.74,Nevada
2023-06-13,E8291X,108,333.13,35978.04,Colorado
2023-12-19,E1601Z,441,170.1,75014.1,Delaware
2024-04-12,D6304Y,101,498.42,50340.42,Iowa
2023-05-05,D8211X,178,472.08,84030.24,Colorado
2024-08-18,B1877Z,431,460.28,198380.68,Minnesota
2023-09-14,A4168Z,407,92.89,37806.23,Montana
2023-11-27,D6404X,757,487.12,368749.84,Georgia
2023-05-04,A2740X,896,447.62,401067.52,Nevada
2024-04-06,A6151X,595,356.67,212218.65,Nebraska
2024-11-28,D6404X,595,447.74,266405.3,Wisconsin
2023-12-21,A8547Z,537,422.94,227118.78,Indiana
2024-11-01,A1335Y,123,120.82,14860.86,Iowa
2023-01-17,C9555X,588,204.75,120393.0,Indiana
2023-09-22,B4553Y,342,118.19,40420.98,Pennsylvania
2024-02-13,B4760Z,422,316.92,133740.24,Minnesota
2023-12-23,B2539Y,90,345.71,31113.9,Idaho
2024-06-08,E5635Z,926,402.38,372603.88,North Carolina
2023-03-15,C3141X,334,187.83,62735.22,Alaska
2024-07-17,D8490X,788,271.71,214107.48,Kansas
2024-04-23,C7996X,459,224.31,102958.29,Vermont
2023-04-09,D4356Z,168,317.29,53304.72,Connecticut
2024-11-15,B7894Z,279,44.05,12289.95,Wisconsin
2023-05-17,A6862Z,724,158.6,114826.4,Delaware
2024-07-23,A6514X,694,207.26,143838.44,Tennessee
2023-06-03,A2690Z,584,145.51,84977.84,Mississippi
2023-11-08,C9555X,388,159.55,61905.4,North Dakota
2024-12-10,B4553Y,973,444.15,432157.95,Connecticut
2023-05-03,A8262Y,454,402.59,182775.86,Michigan
2023-05-10,A8719Y,900,341.68,307512.0,Colorado
2024-08-23,E8719Z,472,221.95,104760.4,Tennessee
2024-01-22,B4760Z,526,171.78,90356.28,Vermont
2023-01-07,D7678Y,535,424.18,226936.3,New Mexico
2024-09-08,D4356Z,653,31.66,20673.98,Alaska
2024-08-04,E8474Y,318,205.07,65212.26,Virginia
2024-01-19,C7787Z,851,482.91,410956.41,North Carolina
2024-01-23,B6001Z,811,207.85,168566.35,Arizona
2024-12-07,E7964Y,170,405.99,69018.3,Utah
2023-10-28,D7678Y,145,22.2,3219.0,California
2024-06-06,E6371Z,303,342.48,103771.44,Nevada
2023-04-29,E6371Z,888,451.31,400763.28,Georgia
2024-08-28,D8490X,623,302.8,188644.4,Florida
2023-09-28,A8719Y,249,452.22,112602.78,North Carolina
2023-10-17,B1987Z,476,254.71,121241.96,Wisconsin
2023-03-06,B2539Y,730,78.76,57494.8,Nevada
2023-01-27,A6151X,241,123.89,29857.49,Hawaii
2024-11-01,B1987Z,412,380.95,156951.4,Oregon
2024-01-26,A7073Y,12,188.04,2256.48,Delaware
2024-06-06,B1877Z,767,288.38,221187.46,Hawaii
2023-06-29,D7701X,508,115.38,58613.04,New Hampshire
2023-11-16,E9867Z,854,464.08,396324.32,Kansas
2023-03-19,A6514X,139,121.7,16916.3,Nebraska
2024-12-03,B6001Z,213,360.51,76788.63,Washington
2023-09-19,B4684Z,233,112.32,26170.56,Nebraska
2024-11-19,D2093Y,45,126.1,5674.5,Vermont
2024-02-22,E2559X,428,321.43,137572.04,Utah
2023-11-21,E3368Y,111,200.9,22299.9,Georgia
2023-11-24,E7128Y,999,438.72,438281.28,Iowa
2024-02-03,C3141X,137,268.53,36788.61,North Carolina
2024-08-19,C9555X,607,336.31,204140.17,Illinois
2024-06-29,D6404X,154,253.46,39032.84,Alaska
2024-06-01,D8616Z,543,365.11,198254.73,Utah
2023-10-24,C9555X,470,105.3,49491.0,Delaware
2024-01-05,C9115X,508,63.65,32334.2,Oklahoma
2024-09-29,A8500Z,611,47.24,28863.64,Rhode Island
2023-01-27,D8938X,800,304.14,243312.0,Utah
2024-03-26,D8938X,759,235.52,178759.68,Hawaii
2024-10-20,D1757X,516,238.77,123205.32,New Hampshire
2024-01-17,C8407Y,380,235.27,89402.6,New Jersey
2024-12-19,D8211X,210,305.97,64253.7,Iowa
2024-08-05,C1619Y,515,358.46,184606.9,New Hampshire
2024-01-22,B2539Y,345,368.39,127094.55,Texas
2024-08-31,C3141X,753,39.35,29630.55,Virginia
2023-08-31,D1774X,979,87.53,85691.87,Nebraska
2023-05-15,D1105Z,305,241.88,73773.4,Missouri
2024-04-08,E8474Y,602,284.22,171100.44,Oregon
2024-03-14,E7128Y,343,390.61,133979.23,Iowa
2023-01-18,D1774X,695,56.24,39086.8,Arizona
2024-11-10,C1619Y,740,222.83,164894.2,Illinois
2024-03-29,C7787Z,840,118.02,99136.8,Minnesota
2024-10-24,E8719Z,573,413.05,236677.65,Wyoming
2024-10-15,B7894Z,176,139.62,24573.12,Kansas
2023-09-18,D4747X,907,164.33,149047.31,Alabama
2023-10-03,B7052Z,814,460.72,375026.08,Hawaii
2024-03-30,D7713Z,291,439.04,127760.64,Virginia
2023-02-13,D7774Z,334,400.17,133656.78,Idaho
2023-03-26,A5665Z,795,436.65,347136.75,Utah
2023-02-01,D8424Y,709,88.96,63072.64,Georgia
2024-05-15,E9867Z,971,117.47,114063.37,North Carolina
2024-01-19,B2145Z,837,243.75,204018.75,Alaska
2024-10-31,D7701X,602,341.32,205474.64,West Virginia
2024-02-16,A3993Z,486,464.26,225630.36,Illinois
2024-01-07,D7774Z,136,170.25,23154.0,Iowa
2024-06-07,C8407Y,586,29.31,17175.66,Wyoming
2024-06-12,A5783Y,705,158.4,111672.0,Michigan
2023-11-22,B1505Z,569,268.34,152685.46,Wisconsin
2023-03-27,A8547Z,755,24.32,18361.6,Oklahoma
2024-11-28,D8938X,639,330.81,211387.59,Kansas
2023-06-10,B2145Z,669,37.74,25248.06,Colorado
2023-01-19,D7701X,548,72.42,39686.16,Oregon
2023-05-03,D4267Y,338,411.76,139174.88,Maine
2024-02-22,C8665X,25,366.0,9150.0,Nevada
2023-02-26,E6371Z,196,195.78,38372.88,Oregon
2023-05-09,A2690Z,702,46.7,32783.4,New Hampshire
2024-10-22,B4760Z,666,135.93,90529.38,Iowa
2024-08-10,D6146Y,843,98.66,83170.38,Illinois
2024-01-02,D6146Y,61,278.59,16993.99,Illinois
2023-06-27,A4168Z,42,411.34,17276.28,Missouri
2024-11-13,E9867Z,117,488.62,57168.54,North Carolina
2024-04-25,D4872Y,646,108.74,70246.04,South Dakota
2023-09-27,C6923Y,678,308.84,209393.52,Hawaii
2023-08-19,D2429Z,777,217.48,168981.96,North Carolina
2023-03-08,C9648X,573,448.3,256875.9,North Carolina
2024-10-06,D2429Z,810,334.27,270758.7,Nebraska
2023-03-24,A1335Y,590,144.05,84989.5,Utah
2024-03-06,D4167X,266,353.62,94062.92,Iowa
2023-07-08,A7903Z,910,66.65,60651.5,Kansas
2023-05-17,C7787Z,813,72.95,59308.35,Missouri
2024-10-04,A6862Z,883,343.66,303451.78,Vermont
2024-11-13,D4356Z,749,402.26,301292.74,Iowa
2024-03-04,D2429Z,84,151.06,12689.04,Washington
2023-02-03,D9202Z,740,424.56,314174.4,Georgia
2023-09-21,C2671Z,949,387.79,368012.71,Kansas
2023-05-12,D6304Y,7,82.07,574.49,New York
2023-03-29,C1619Y,286,378.68,108302.48,Texas
2024-09-02,D7701X,649,150.6,97739.4,West Virginia
2023-05-28,C1619Y,234,382.12,89416.08,Illinois
2024-06-24,C7996X,678,270.81,183609.18,Arkansas
2024-11-15,E1601Z,724,420.81,304666.44,New York
2024-11-21,A1335Y,835,144.65,120782.75,Pennsylvania
2024-06-10,A6514X,174,173.96,30269.04,Washington
2024-11-19,D4167X,572,27.76,15878.72,Massachusetts
2024-05-18,E4711Y,723,322.23,232972.29,Louisiana
2023-11-07,A5783Y,87,378.19,32902.53,Illinois
2023-11-12,D9236Y,305,365.14,111367.7,Oregon
2024-11-05,D7678Y,943,472.74,445793.82,Washington
2024-05-11,D8616Z,876,318.48,278988.48,Washington
2023-11-22,C3068X,361,312.13,112678.93,Arkansas
2024-05-29,B1987Z,115,425.45,48926.75,Missouri
2023-09-06,D4455Z,808,471.56,381020.48,Utah
2024-09-22,C6923Y,570,157.36,89695.2,Wyoming
2024-05-02,D1774X,840,66.03,55465.2,Montana
2024-03-16,C4514Z,722,31.29,22591.38,Mississippi
2024-10-17,D1105Z,935,180.54,168804.9,Georgia
2024-05-17,D8490X,546,20.5,11193.0,Georgia
2023-07-20,A9602Y,812,265.2,215342.4,Oregon
2023-05-21,D1774X,604,167.99,101465.96,South Carolina
2023-10-09,B8096X,369,154.59,57043.71,Rhode Island
2023-08-21,A8547Z,693,246.0,170478.0,New York
2023-04-02,A7073Y,47,465.38,21872.86,New Hampshire
2023-05-09,B3057Y,948,195.09,184945.32,Kentucky
2023-10-02,D5372X,342,423.91,144977.22,Oregon
2024-06-02,E8474Y,555,359.72,199644.6,Alaska
2023-07-17,E8291X,801,126.32,101182.32,Massachusetts
2024-05-29,C4514Z,371,109.95,40791.45,New Jersey
2023-06-30,A6151X,413,213.38,88125.94,South Carolina
2023-11-09,A8719Y,813,131.27,106722.51,Massachusetts
2023-07-01,B1877Z,303,349.12,105783.36,New Hampshire
2024-04-27,A9602Y,163,258.92,42203.96,Virginia
2024-03-21,E8474Y,207,356.09,73710.63,Arizona
2024-11-05,C8665X,727,327.7,238237.9,Wisconsin
2023-12-14,D1774X,652,47.52,30983.04,Arizona
2023-12-31,A3176Y,34,267.57,9097.38,Virginia
2024-01-15,B4553Y,360,78.04,28094.4,Nebraska
2023-01-26,E7964Y,302,420.03,126849.06,Kentucky
2024-06-10,B4684Z,738,191.54,141356.52,Minnesota
2023-03-08,A7547Y,970,106.8,103596.0,Oklahoma
2024-02-10,B7052Z,263,363.8,95679.4,Alaska
2023-05-01,C6923Y,945,383.03,361963.35,Tennessee
2023-04-06,D4356Z,916,105.71,96830.36,New Hampshire
2024-03-14,D7713Z,625,314.79,196743.75,Colorado
2023-07-11,A6615Z,582,218.36,127085.52,Texas
2024-04-08,C8407Y,498,204.14,101661.72,Oregon
2023-11-03,E6371Z,42,74.8,3141.6,Georgia
2023-04-14,D9202Z,309,101.3,31301.7,Washington
2024-11-10,D1105Z,867,490.58,425332.86,Tennessee
2023-01-06,A1335Y,565,416.88,235537.2,California
2024-01-08,D7713Z,698,499.43,348602.14,Michigan
2023-12-05,D8616Z,981,357.04,350256.24,Wyoming
2023-05-28,C9555X,930,362.37,337004.1,New York
2024-10-15,D4267Y,770,383.83,295549.1,Massachusetts
2024-12-21,C1619Y,665,411.14,273408.1,Iowa
2023-03-23,D2275Z,63,49.98,3148.74,Alaska
2023-12-23,B4684Z,472,234.56,110712.32,Indiana
2023-04-17,A6862Z,563,397.21,223629.23,Oklahoma
2023-01-08,C9277Y,493,56.3,27755.9,California
2024-12-28,C5664Y,658,419.31,275905.98,Colorado
2023-04-13,B8096X,691,409.82,283185.62,Idaho
2024-04-22,E8291X,575,429.22,246801.5,California
2024-01-10,B1987Z,76,102.75,7809.0,Indiana
2023-02-23,C4311X,431,319.68,137782.08,Mississippi
2024-10-12,E1601Z,244,231.16,56403.04,Hawaii
2023-04-26,C9648X,4,403.47,1613.88,Oregon
2024-11-23,A2740X,512,240.02,122890.24,New Mexico
2023-12-20,C5387X,302,155.73,47030.46,Washington
2023-01-27,A6151X,386,295.53,114074.58,Michigan
2023-03-10,B4684Z,193,428.91,82779.63,Indiana
2024-05-14,C8665X,450,244.69,110110.5,Idaho
2023-04-18,C9277Y,970,297.47,288545.9,Indiana
2023-10-25,E7128Y,144,470.02,67682.88,New York
2023-11-30,C9115X,149,150.32,22397.68,Vermont
2023-03-13,C7787Z,134,29.2,3912.8,Delaware
2023-07-31,A3176Y,924,172.27,159177.48,Wyoming
2024-12-01,D2477Z,614,276.82,169967.48,New Hampshire
2023-04-04,C8665X,93,27.35,2543.55,Illinois
2023-10-17,B6001Z,889,116.5,103568.5,Iowa
2024-10-27,D6404X,538,333.81,179589.78,California
2024-10-22,B4760Z,829,377.33,312806.57,Maine
2024-12-27,D2093Y,609,473.67,288465.03,Maryland
2023-02-08,C9555X,21,48.06,1009.26,North Dakota
2023-09-14,C9115X,3,329.9,989.7,Alaska
2024-08-29,A6151X,29,483.03,14007.87,Maine
2024-06-02,E1490Y,805,258.93,208438.65,Montana
2023-10-22,C1619Y,387,61.71,23881.77,Idaho
2024-11-18,D4455Z,493,159.72,78741.96,Nevada
2024-09-26,D9236Y,552,428.81,236703.12,South Carolina
2023-06-07,B1987Z,333,287.04,95584.32,Hawaii
2023-03-29,C4514Z,62,34.72,2152.64,Missouri
2024-08-22,B4760Z,385,423.25,162951.25,Texas
2024-01-22,B4553Y,661,319.48,211176.28,Texas
2023-12-29,B7894Z,969,297.55,288325.95,Alaska
2023-02-13,E5635Z,130,469.81,61075.3,Georgia
2023-03-24,A8262Y,260,182.38,47418.8,Indiana
2024-12-13,C7996X,432,292.94,126550.08,Alaska
2023-09-27,D9202Z,109,357.69,38988.21,Indiana
2024-03-17,A1335Y,238,294.9,70186.2,Tennessee
2024-05-13,B8096X,540,491.0,265140.0,Ohio
2023-01-11,D4872Y,29,103.96,3014.84,Alaska
2023-03-16,A6151X,14,358.98,5025.72,Oregon
2023-03-28,A8547Z,739,477.93,353190.27,Missouri
2024-03-27,C9648X,797,163.14,130022.58,Nevada
2024-09-21,A8547Z,252,348.11,87723.72,Iowa
2023-12-03,B1257Y,957,491.06,469944.42,Tennessee
2024-03-24,D2275Z,462,290.46,134192.52,Oklahoma
2023-04-05,D7713Z,407,347.54,141448.78,New Hampshire
2023-12-27,D8616Z,955,415.13,396449.15,Louisiana
2024-05-05,B1877Z,572,461.61,264040.92,Oregon
2024-03-20,B2539Y,425,137.01,58229.25,Minnesota
2023-05-20,C3141X,155,486.93,75474.15,Connecticut
2023-02-05,D4167X,474,209.33,99222.42,California
2023-01-07,D4267Y,289,50.01,14452.89,Kentucky
2023-06-26,B6001Z,834,338.57,282367.38,Vermont
2024-04-23,A8547Z,269,85.05,22878.45,Hawaii
2023-09-15,A1335Y,441,356.44,157190.04,New Mexico
2023-12-24,D7701X,518,285.55,147914.9,Kentucky
2023-03-07,C7787Z,164,62.19,10199.16,Arkansas
2024-04-22,C5664Y,95,305.44,29016.8,Utah
2023-01-09,D4455Z,319,495.39,158029.41,Alabama
2023-05-05,D2093Y,729,222.71,162355.59,North Dakota
2024-06-03,C5387X,397,430.31,170833.07,Alaska
2023-03-21,D9520Z,922,147.22,135736.84,Nevada
2023-04-16,C3068X,215,343.27,73803.05,Arkansas
2024-10-09,B2145Z,400,149.75,59900.0,Rhode Island
2024-05-22,B1987Z,401,336.08,134768.08,California
2023-09-18,B1257Y,344,74.12,25497.28,Wisconsin
2023-05-02,D8616Z,659,78.4,51665.6,Washington
2024-08-27,B2145Z,148,205.23,30374.04,New Jersey
2023-07-16,A2740X,652,390.32,254488.64,Iowa
2023-05-19,D2429Z,243,84.03,20419.29,Kansas
2023-01-14,D1105Z,684,30.89,21128.76,Tennessee
2024-09-09,C9277Y,574,75.21,43170.54,Wisconsin
2023-06-09,D4267Y,595,20.67,12298.65,Iowa
2024-02-24,B1987Z,201,441.69,88779.69,New Mexico
2024-09-09,A8500Z,274,280.18,76769.32,New York
2024-01-04,A2501Z,999,90.09,89999.91,Minnesota
2024-03-31,C3068X,985,100.87,99356.95,New Mexico
2024-03-17,E9867Z,307,275.09,84452.63,Wisconsin
2023-01-22,C5664Y,170,69.89,11881.3,North Dakota
2024-08-23,A8500Z,335,351.84,117866.4,Delaware
2023-04-15,D6304Y,613,197.48,121055.24,Utah
2023-02-17,C1391X,336,229.4,77078.4,Kentucky
2023-01-01,E2559X,803,282.36,226735.08,Massachusetts
2024-05-14,A4168Z,924,203.14,187701.36,Florida
2024-08-15,E7128Y,988,341.84,337737.92,Georgia
2023-03-26,D9236Y,268,482.73,129371.64,Pennsylvania
2023-12-31,D8938X,70,444.06,31084.2,South Dakota
2024-05-08,C5387X,621,181.69,112829.49,New Hampshire
2023-12-01,C5664Y,218,378.75,82567.5,New Jersey
2023-07-02,B7052Z,246,101.86,25057.56,Delaware
2023-11-18,D4267Y,557,390.01,217235.57,North Carolina
2024-09-17,E8291X,838,438.1,367127.8,Alabama
2023-12-07,B1505Z,715,289.9,207278.5,Oregon
2023-06-09,A3993Z,170,472.15,80265.5,New Hampshire
2024-08-27,D4267Y,291,148.13,43105.83,Washington
2023-04-21,A6514X,793,122.08,96809.44,New Mexico
2024-03-27,A8719Y,572,267.73,153141.56,New Jersey
2024-07-17,A8262Y,174,282.64,49179.36,North Dakota
2023-09-25,E3368Y,613,200.08,122649.04,North Dakota
2023-05-05,A8262Y,905,93.83,84916.15,Missouri
2023-07-22,C5387X,383,242.67,92942.61,Texas
2024-11-04,D7678Y,894,288.73,258124.62,Indiana
2024-09-24,D7678Y,257,397.43,102139.51,Louisiana
2024-12-19,D6304Y,525,90.96,47754.0,Maine
2024-05-08,B3057Y,853,361.8,308615.4,North Carolina
2024-06-14,A9602Y,669,185.9,124367.1,Iowa
2023-10-23,E8291X,28,207.19,5801.32,Vermont
2024-09-16,C9648X,423,86.41,36551.43,Kansas
2024-02-14,A7903Z,5,124.22,621.1,Pennsylvania
2024-02-22,E3368Y,785,382.64,300372.4,Connecticut
2024-06-28,D2275Z,141,370.76,52277.16,Florida
2024-06-29,B1877Z,34,227.82,7745.88,Oregon
2024-09-30,E7964Y,52,180.49,9385.48,Vermont
2023-05-28,A7649Y,337,126.54,42643.98,Alabama
2024-11-13,B1505Z,836,62.59,52325.24,New Hampshire
2024-03-28,A6862Z,795,273.56,217480.2,New Jersey
2023-02-10,D1105Z,614,10.81,6637.34,North Dakota
2024-05-13,D4455Z,700,134.54,94178.0,Wisconsin
2023-01-24,C5664Y,947,220.23,208557.81,Louisiana
2024-02-21,A6615Z,599,319.87,191602.13,Arkansas
2023-01-31,D8490X,443,226.41,100299.63,New Mexico
2024-06-30,E1490Y,700,445.18,311626.0,Florida
2023-12-24,D6146Y,576,114.11,65727.36,Vermont
2024-01-30,A5783Y,281,478.26,134391.06,California
2024-01-05,C9555X,683,124.79,85231.57,Louisiana
2023-02-21,A8719Y,353,326.96,115416.88,Connecticut
2023-01-02,B2539Y,553,36.88,20394.64,Wisconsin
2024-07-13,D8490X,808,228.69,184781.52,Kansas
2024-08-26,A2690Z,111,287.05,31862.55,New Jersey
2024-08-09,D1105Z,748,477.58,357229.84,Connecticut
2024-02-02,C8407Y,122,51.71,6308.62,Wisconsin
2024-03-02,A6514X,846,255.68,216305.28,Alabama
2024-03-15,B6001Z,220,21.21,4666.2,Tennessee
2023-03-13,A2431Y,142,423.07,60075.94,Montana
2023-09-05,B7894Z,966,466.37,450513.42,Kansas
2023-06-06,E3368Y,90,28.7,2583.0,Alabama
2023-03-21,E7128Y,666,356.63,237515.58,Connecticut
2024-04-10,C9277Y,794,89.86,71348.84,West Virginia
2023-02-28,E8291X,935,232.89,217752.15,Montana
2024-08-06,D4455Z,253,380.01,96142.53,New Mexico
2024-02-12,C5664Y,764,384.51,293765.64,Maryland
2023-12-02,D2275Z,555,105.24,58408.2,Oregon
2024-07-15,B1987Z,626,28.47,17822.22,Utah
2023-01-03,A9602Y,373,489.13,182445.49,Alaska
2023-12-24,C6923Y,526,137.56,72356.56,New York
2023-05-27,A3993Z,856,350.61,300122.16,Florida
2023-02-15,D7701X,981,491.87,482524.47,Florida
2023-05-24,A3019X,784,167.13,131029.92,Delaware
2023-04-12,B6001Z,439,187.73,82413.47,Virginia
2023-02-15,D4356Z,893,305.79,273070.47,Delaware
2023-11-19,C8407Y,318,323.17,102768.06,Indiana
2024-09-01,A8262Y,167,410.63,68575.21,New Jersey
2023-06-23,E8719Z,867,278.34,241320.78,Montana
2024-11-06,C6923Y,301,309.59,93186.59,Massachusetts
